R-HSA-3359473;Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD
R-HSA-4793954;Defective MOGS causes MOGS-CDG (CDG-2b)
R-HSA-4687000;Defective MPDU1 causes MPDU1-CDG (CDG-1f)
R-HSA-4043916;Defective MPI causes MPI-CDG (CDG-1b)
R-HSA-3359469;Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
R-HSA-3359467;Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
R-HSA-3359478;Defective MUT causes methylmalonic aciduria mut type
R-HSA-5545483;Defective Mismatch Repair Associated With MLH1
R-HSA-5632928;Defective Mismatch Repair Associated With MSH2
R-HSA-5632927;Defective Mismatch Repair Associated With MSH3
R-HSA-5632968;Defective Mismatch Repair Associated With MSH6
R-HSA-5632987;Defective Mismatch Repair Associated With PMS2
R-HSA-4341670;Defective NEU1 causes sialidosis
R-HSA-5578998;Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)
R-HSA-3560796;Defective PAPSS2 causes SEMD-PA
R-HSA-5609974;Defective PGM1 causes PGM1-CDG (CDG1t)
R-HSA-4043911;Defective PMM2 causes PMM2-CDG (CDG-1a)
R-HSA-5083628;Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3
R-HSA-5083633;Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1
R-HSA-5083629;Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2
R-HSA-4570571;Defective RFT1 causes RFT1-CDG (CDG-1n)
R-HSA-5619042;Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)
R-HSA-5687868;Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF)
R-HSA-5619048;Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)
R-HSA-5619104;Defective SLC12A1 causes Bartter syndrome 1 (BS1)
R-HSA-5619087;Defective SLC12A3 causes Gitelman syndrome (GS)
R-HSA-5619039;Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)
R-HSA-5619070;Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)
R-HSA-5619035;Defective SLC17A5 causes Salla disease (SD) and ISSD
R-HSA-5619076;Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)
R-HSA-5619067;Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)
R-HSA-5619062;Defective SLC1A3 causes episodic ataxia 6 (EA6)
R-HSA-5619111;Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)
R-HSA-5619071;Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)
R-HSA-5619066;Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)
R-HSA-5619053;Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)
R-HSA-5619077;Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)
R-HSA-5619055;Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)
R-HSA-5619036;Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)
R-HSA-3560792;Defective SLC26A2 causes chondrodysplasias
R-HSA-5619085;Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)
R-HSA-5619046;Defective SLC26A4 causes Pendred syndrome (PDS)
R-HSA-5619108;Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)
R-HSA-5619063;Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)
R-HSA-5619043;Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)
R-HSA-5619068;Defective SLC2A10 causes arterial tortuosity syndrome (ATS)
R-HSA-5619098;Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)
R-HSA-5619047;Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)
R-HSA-5619061;Defective SLC33A1 causes spastic paraplegia 42 (SPG42)
R-HSA-5619040;Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)
R-HSA-5687583;Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
R-HSA-5619045;Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
R-HSA-5619097;Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)
R-HSA-5619037;Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)
R-HSA-5663020;Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)
R-HSA-5619072;Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)
R-HSA-5619083;Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)
R-HSA-5619078;Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)
R-HSA-5579020;Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)
R-HSA-5619041;Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)
R-HSA-5619088;Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)
R-HSA-5619113;Defective SLC3A1 causes cystinuria (CSNU)
R-HSA-5655799;Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)
R-HSA-5619049;Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)
R-HSA-5619050;Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)
R-HSA-5619054;Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)
R-HSA-5656364;Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)
R-HSA-5658208;Defective SLC5A2 causes renal glucosuria (GLYS1)
R-HSA-5619096;Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)
R-HSA-5658471;Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
R-HSA-5619114;Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
R-HSA-5659729;Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
R-HSA-5619079;Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
R-HSA-5659735;Defective SLC6A19 causes Hartnup disorder (HND)
R-HSA-5619044;Defective SLC6A19 causes Hartnup disorder (HND)
R-HSA-5619109;Defective SLC6A2 causes orthostatic intolerance (OI)
R-HSA-5619081;Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)
R-HSA-5660724;Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)
R-HSA-5619089;Defective SLC6A5 causes hyperekplexia 3 (HKPX3)
R-HSA-5660862;Defective SLC7A7 causes lysinuric protein intolerance (LPI)
R-HSA-5660883;Defective SLC7A9 causes cystinuria (CSNU)
R-HSA-5619092;Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)
R-HSA-5619052;Defective SLC9A9 causes autism 16 (AUTS16)
R-HSA-5661182;Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)
R-HSA-5619110;Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)
R-HSA-5619058;Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)
R-HSA-5619095;Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)
R-HSA-4755579;Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ
R-HSA-3656243;Defective ST3GAL3 causes MCT12 and EIEE15
R-HSA-5579032;Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)
R-HSA-3359454;Defective TCN2 causes hereditary megaloblastic anemia
R-HSA-5578995;Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)
R-HSA-5619107;Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
R-HSA-5579002;Defective UGT1A1 causes hyperbilirubinemia
R-HSA-5579016;Defective UGT1A4 causes hyperbilirubinemia
R-HSA-5688031;Defective pro-SFTPB causes pulmonary surfactant metabolism dysfunction 1 (SMDP1) and respiratory distress syndrome (RDS)
R-HSA-5688354;Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS)
R-HSA-3323169;Defects in biotin (Btn) metabolism
R-HSA-3296469;Defects in cobalamin (B12) metabolism
R-HSA-3296482;Defects in vitamin and cofactor metabolism
R-HSA-1461973;Defensins
R-HSA-4641257;Degradation of AXIN
R-HSA-4641258;Degradation of DVL
R-HSA-916853;Degradation of GABA
R-HSA-5610780;Degradation of GLI1 by the proteasome
R-HSA-5610783;Degradation of GLI2 by the proteasome
R-HSA-195253;Degradation of beta-catenin by the destruction complex
R-HSA-1614558;Degradation of cysteine and homocysteine
R-HSA-1474228;Degradation of the extracellular matrix
R-HSA-5467343;Deletions in the AMER1 gene destabilize the destruction complex
R-HSA-5467345;Deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling
R-HSA-4419969;Depolymerisation of the Nuclear Lamina
R-HSA-606279;Deposition of new CENPA-containing nucleosomes at the centromere
R-HSA-73927;Depurination
R-HSA-73928;Depyrimidination
R-HSA-8862803;Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
R-HSA-2022923;Dermatan sulfate biosynthesis
R-HSA-3299685;Detoxification of Reactive Oxygen Species
R-HSA-5688426;Deubiquitination
R-HSA-1266738;Developmental Biology
R-HSA-8935690;Digestion
R-HSA-8963743;Digestion and absorption
R-HSA-189085;Digestion of dietary carbohydrate
R-HSA-192456;Digestion of dietary lipid
R-HSA-69416;Dimerization of procaspase-8
R-HSA-4641262;Disassembly of the destruction complex and recruitment of AXIN to the membrane
R-HSA-1643685;Disease
R-HSA-3781860;Diseases associated with N-glycosylation of proteins
R-HSA-3906995;Diseases associated with O-glycosylation of proteins
R-HSA-3560782;Diseases associated with glycosaminoglycan metabolism
R-HSA-5609975;Diseases associated with glycosylation precursor biosynthesis
R-HSA-5687613;Diseases associated with surfactant metabolism
R-HSA-5602358;Diseases associated with the TLR signaling cascade
R-HSA-2474795;Diseases associated with visual transduction
R-HSA-5260271;Diseases of Immune System
R-HSA-5423599;Diseases of Mismatch Repair (MMR)
R-HSA-5663084;Diseases of carbohydrate metabolism
R-HSA-3781865;Diseases of glycosylation
R-HSA-5668914;Diseases of metabolism
R-HSA-5663202;Diseases of signal transduction
R-HSA-114516;Disinhibition of SNARE formation
R-HSA-5619115;Disorders of transmembrane transporters
R-HSA-110357;Displacement of DNA glycosylase by APEX1
R-HSA-75205;Dissolution of Fibrin Clot
R-HSA-212676;Dopamine Neurotransmitter Release Cycle
R-HSA-379401;Dopamine clearance from the synaptic cleft
R-HSA-390651;Dopamine receptors
R-HSA-8863795;Downregulation of ERBB2 signaling
R-HSA-1358803;Downregulation of ERBB2:ERBB3 signaling
R-HSA-1253288;Downregulation of ERBB4 signaling
R-HSA-2173795;Downregulation of SMAD2/3:SMAD4 transcriptional activity
R-HSA-2173788;Downregulation of TGF-beta receptor signaling
R-HSA-202424;Downstream TCR signaling
R-HSA-186763;Downstream signal transduction
R-HSA-1168372;Downstream signaling events of B Cell Receptor (BCR)
R-HSA-5654687;Downstream signaling of activated FGFR1
R-HSA-5654696;Downstream signaling of activated FGFR2
R-HSA-5654708;Downstream signaling of activated FGFR3
R-HSA-5654716;Downstream signaling of activated FGFR4
R-HSA-5696400;Dual Incision in GG-NER
R-HSA-6782135;Dual incision in TC-NER
R-HSA-113510;E2F mediated regulation of DNA replication
R-HSA-113507;E2F-enabled inhibition of pre-replication complex formation
R-HSA-8866654;E3 ubiquitin ligases ubiquitinate target proteins
R-HSA-3000178;ECM proteoglycans
R-HSA-2179392;EGFR Transactivation by Gastrin
R-HSA-182971;EGFR downregulation
R-HSA-212718;EGFR interacts with phospholipase C-gamma
R-HSA-2682334;EPH-Ephrin signaling
R-HSA-3928665;EPH-ephrin mediated repulsion of cells
R-HSA-3928663;EPHA-mediated growth cone collapse
R-HSA-3928662;EPHB-mediated forward signaling
R-HSA-901032;ER Quality Control Compartment (ERQC)
R-HSA-199977;ER to Golgi Anterograde Transport
R-HSA-1236974;ER-Phagosome pathway
R-HSA-8847993;ERBB2 Activates PTK6 Signaling
R-HSA-6785631;ERBB2 Regulates Cell Motility
R-HSA-427389;ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
R-HSA-198753;ERK/MAPK targets
R-HSA-202670;ERKs are inactivated
R-HSA-162594;Early Phase of HIV Life Cycle
R-HSA-114508;Effects of PIP2 hydrolysis
R-HSA-391903;Eicosanoid ligand-binding receptors
R-HSA-211979;Eicosanoids
R-HSA-1566948;Elastic fibre formation
R-HSA-112303;Electric Transmission Across Gap Junctions
R-HSA-2395516;Electron transport from NADPH to Ferredoxin
R-HSA-139853;Elevation of cytosolic Ca2+ levels
R-HSA-211976;Endogenous sterols
R-HSA-917729;Endosomal Sorting Complex Required For Transport (ESCRT)
R-HSA-1236977;Endosomal/Vacuolar pathway
R-HSA-380972;Energy dependent regulation of mTOR by LKB1-AMPK
R-HSA-168275;Entry of Influenza Virion into Host Cell via Endocytosis
R-HSA-379398;Enzymatic degradation of Dopamine by monoamine oxidase
R-HSA-379397;Enzymatic degradation of dopamine by COMT
R-HSA-3928664;Ephrin signaling
R-HSA-212165;Epigenetic regulation of gene expression
R-HSA-1237044;Erythrocytes take up carbon dioxide and release oxygen
R-HSA-1247673;Erythrocytes take up oxygen and release carbon dioxide
R-HSA-5657562;Essential fructosuria
R-HSA-5662853;Essential pentosuria
R-HSA-2468052;Establishment of Sister Chromatid Cohesion
R-HSA-193144;Estrogen biosynthesis
R-HSA-71384;Ethanol oxidation
R-HSA-156842;Eukaryotic Translation Elongation
R-HSA-72613;Eukaryotic Translation Initiation
R-HSA-72764;Eukaryotic Translation Termination
R-HSA-168274;Export of Viral Ribonucleoproteins from Nucleus
R-HSA-180786;Extension of Telomeres
R-HSA-1474244;Extracellular matrix organization
R-HSA-140834;Extrinsic Pathway of Fibrin Clot Formation
R-HSA-8854050;FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
R-HSA-2644605;FBXW7 Mutants and NOTCH1 in Cancer
R-HSA-2871809;FCERI mediated Ca+2 mobilization
R-HSA-2871796;FCERI mediated MAPK activation
R-HSA-2871837;FCERI mediated NF-kB activation
R-HSA-2029481;FCGR activation
R-HSA-190242;FGFR1 ligand binding and activation
R-HSA-1839124;FGFR1 mutant receptor activation
R-HSA-190370;FGFR1b ligand binding and activation
R-HSA-190374;FGFR1c and Klotho ligand binding and activation
R-HSA-190373;FGFR1c ligand binding and activation
R-HSA-6803529;FGFR2 alternative splicing
R-HSA-190241;FGFR2 ligand binding and activation
R-HSA-1839126;FGFR2 mutant receptor activation
R-HSA-190377;FGFR2b ligand binding and activation
R-HSA-190375;FGFR2c ligand binding and activation
R-HSA-190239;FGFR3 ligand binding and activation
R-HSA-2033514;FGFR3 mutant receptor activation
R-HSA-190371;FGFR3b ligand binding and activation
R-HSA-190372;FGFR3c ligand binding and activation
R-HSA-190322;FGFR4 ligand binding and activation
R-HSA-1839128;FGFR4 mutant receptor activation
R-HSA-5658623;FGFRL1 modulation of FGFR1 signaling
R-HSA-217271;FMO oxidises nucleophiles
R-HSA-5654693;FRS-mediated FGFR1 signaling
R-HSA-5654700;FRS-mediated FGFR2 signaling
R-HSA-5654706;FRS-mediated FGFR3 signaling
R-HSA-5654712;FRS-mediated FGFR4 signaling
R-HSA-983231;Factors involved in megakaryocyte development and platelet production
R-HSA-6783310;Fanconi Anemia Pathway
R-HSA-75157;FasL/ CD95L signaling
R-HSA-434316;Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion
R-HSA-8978868;Fatty acid metabolism
R-HSA-211935;Fatty acids
R-HSA-75105;Fatty acyl-CoA biosynthesis
R-HSA-2454202;Fc epsilon receptor (FCERI) signaling
R-HSA-2029480;Fcgamma receptor (FCGR) dependent phagocytosis
R-HSA-1187000;Fertilization
R-HSA-1566977;Fibronectin matrix formation
R-HSA-2855086;Ficolins bind to repetitive carbohydrate structures on the target cell surface
R-HSA-390450;Folding of actin by CCT/TriC
R-HSA-163210;Formation of ATP by chemiosmotic coupling
R-HSA-140877;Formation of Fibrin Clot (Clotting Cascade)
R-HSA-167152;Formation of HIV elongation complex in the absence of HIV Tat
R-HSA-167200;Formation of HIV-1 elongation complex containing HIV-1 Tat
R-HSA-5696395;Formation of Incision Complex in GG-NER
R-HSA-112382;Formation of RNA Pol II elongation complex 
R-HSA-2559584;Formation of Senescence-Associated Heterochromatin Foci (SAHF)
R-HSA-6781823;Formation of TC-NER Pre-Incision Complex
R-HSA-72689;Formation of a pool of free 40S subunits
R-HSA-196025;Formation of annular gap junctions
R-HSA-111458;Formation of apoptosome
R-HSA-77042;Formation of editosomes by ADAR proteins
R-HSA-2408499;Formation of selenosugars for excretion
R-HSA-113418;Formation of the Early Elongation Complex
R-HSA-75094;Formation of the Editosome
R-HSA-167158;Formation of the HIV-1 Early Elongation Complex
R-HSA-173599;Formation of the active cofactor, UDP-glucuronate
R-HSA-201722;Formation of the beta-catenin:TCF transactivating complex
R-HSA-6809371;Formation of the cornified envelope
R-HSA-72695;Formation of the ternary complex, and subsequently, the 43S complex
R-HSA-389960;Formation of tubulin folding intermediates by CCT/TriC
R-HSA-444473;Formyl peptide receptors bind formyl peptides and many other ligands
R-HSA-444209;Free fatty acid receptors
R-HSA-400451;Free fatty acids regulate insulin secretion
R-HSA-170968;Frs2-mediated activation
R-HSA-5652227;Fructose biosynthesis
R-HSA-70350;Fructose catabolism
R-HSA-5652084;Fructose metabolism
R-HSA-168270;Fusion and Uncoating of the Influenza Virion
R-HSA-168288;Fusion of the Influenza Virion to the Host Cell Endosome
R-HSA-416482;G alpha (12/13) signalling events
R-HSA-418594;G alpha (i) signalling events
R-HSA-416476;G alpha (q) signalling events
R-HSA-418555;G alpha (s) signalling events
R-HSA-418597;G alpha (z) signalling events
R-HSA-392451;G beta:gamma signalling through PI3Kgamma
R-HSA-418217;G beta:gamma signalling through PLC beta
R-HSA-1296059;G protein gated Potassium channels
R-HSA-202040;G-protein activation
R-HSA-397795;G-protein beta:gamma signalling
R-HSA-112040;G-protein mediated events
R-HSA-1538133;G0 and Early G1
R-HSA-69236;G1 Phase
R-HSA-69615;G1/S DNA Damage Checkpoints
R-HSA-69206;G1/S Transition
R-HSA-69205;G1/S-Specific Transcription
R-HSA-68911;G2 Phase
R-HSA-69481;G2/M Checkpoints
R-HSA-69473;G2/M DNA damage checkpoint
R-HSA-69478;G2/M DNA replication checkpoint
R-HSA-69275;G2/M Transition
R-HSA-180292;GAB1 signalosome
R-HSA-977442;GABA A (rho) receptor activation
R-HSA-977441;GABA A receptor activation
R-HSA-977444;GABA B receptor activation
R-HSA-977443;GABA receptor activation
R-HSA-888568;GABA synthesis
R-HSA-888590;GABA synthesis, release, reuptake and degradation
R-HSA-6787639;GDP-fucose biosynthesis
R-HSA-5635851;GLI proteins bind promoters of Hh responsive genes to promote transcription
R-HSA-5610785;GLI3 is processed to GLI3R by the proteasome
R-HSA-430116;GP1b-IX-V activation signalling
R-HSA-388396;GPCR downstream signalling
R-HSA-500792;GPCR ligand binding
R-HSA-114604;GPVI-mediated activation cascade
R-HSA-179812;GRB2 events in EGFR signaling
R-HSA-1963640;GRB2 events in ERBB2 signaling
R-HSA-354194;GRB2:SOS provides linkage to MAPK signaling for Integrins 
R-HSA-1306955;GRB7 events in ERBB2 signaling
R-HSA-72706;GTP hydrolysis and joining of the 60S ribosomal subunit
R-HSA-70370;Galactose catabolism
R-HSA-163841;Gamma carboxylation, hypusine formation and arylsulfatase activation
R-HSA-159740;Gamma-carboxylation of protein precursors
R-HSA-159854;Gamma-carboxylation, transport, and amino-terminal cleavage of proteins
R-HSA-190861;Gap junction assembly
R-HSA-190873;Gap junction degradation
R-HSA-190828;Gap junction trafficking
R-HSA-157858;Gap junction trafficking and regulation
R-HSA-5696397;Gap-filling DNA repair synthesis and ligation in GG-NER
R-HSA-6782210;Gap-filling DNA repair synthesis and ligation in TC-NER
R-HSA-881907;Gastrin-CREB signalling pathway via PKC and MAPK
R-HSA-211000;Gene Silencing by RNA
R-HSA-8950505;Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation
R-HSA-74160;Gene expression (Transcription)
R-HSA-202433;Generation of second messenger molecules
R-HSA-212436;Generic Transcription Pathway
R-HSA-5696399;Global Genome Nucleotide Excision Repair (GG-NER)
R-HSA-163359;Glucagon signaling in metabolic regulation
R-HSA-381676;Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
R-HSA-420092;Glucagon-type ligand receptors
R-HSA-194002;Glucocorticoid biosynthesis
R-HSA-70263;Gluconeogenesis
R-HSA-70326;Glucose metabolism
R-HSA-156588;Glucuronidation
R-HSA-210500;Glutamate Neurotransmitter Release Cycle
R-HSA-399721;Glutamate binding, activation of AMPA receptors and synaptic plasticity
R-HSA-156590;Glutathione conjugation
R-HSA-174403;Glutathione synthesis and recycling
R-HSA-1483206;Glycerophospholipid biosynthesis
R-HSA-6814848;Glycerophospholipid catabolism
R-HSA-6783984;Glycine degradation
R-HSA-70221;Glycogen breakdown (glycogenolysis)
R-HSA-8982491;Glycogen metabolism
R-HSA-3858516;Glycogen storage disease type 0 (liver GYS2)
R-HSA-3828062;Glycogen storage disease type 0 (muscle GYS1)
R-HSA-5357609;Glycogen storage disease type II (GAA)
R-HSA-3878781;Glycogen storage disease type IV (GBE1)
R-HSA-3274531;Glycogen storage disease type Ia (G6PC)
R-HSA-3229133;Glycogen storage disease type Ib (SLC37A4)
R-HSA-3814836;Glycogen storage disease type XV (GYG1)
R-HSA-3229121;Glycogen storage diseases
R-HSA-3322077;Glycogen synthesis
R-HSA-70171;Glycolysis
R-HSA-209822;Glycoprotein hormones
R-HSA-1630316;Glycosaminoglycan metabolism
R-HSA-1660662;Glycosphingolipid metabolism
R-HSA-389661;Glyoxylate metabolism and glycine degradation
R-HSA-432722;Golgi Associated Vesicle Biogenesis
R-HSA-162658;Golgi Cisternae Pericentriolar Stack Reorganization
R-HSA-8856688;Golgi-to-ER retrograde transport
R-HSA-982772;Growth hormone receptor signaling
R-HSA-3214847;HATs acetylate histones
R-HSA-1296061;HCN channels
R-HSA-3214815;HDACs deacetylate histones
R-HSA-8963896;HDL assembly
R-HSA-8964011;HDL clearance
R-HSA-8964058;HDL remodeling
R-HSA-3214842;HDMs demethylate histones
R-HSA-5693567;HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)
R-HSA-5685942;HDR through Homologous Recombination (HRR)
R-HSA-5685939;HDR through MMEJ (alt-NHEJ)
R-HSA-5685938;HDR through Single Strand Annealing (SSA)
R-HSA-5658034;HHAT G278V abrogates palmitoylation of Hh-Np
R-HSA-162906;HIV Infection
R-HSA-162587;HIV Life Cycle
R-HSA-167169;HIV Transcription Elongation
R-HSA-167161;HIV Transcription Initiation
R-HSA-167287;HIV elongation arrest and recovery
R-HSA-2022928;HS-GAG biosynthesis
R-HSA-2024096;HS-GAG degradation
R-HSA-3371511;HSF1 activation
R-HSA-3371571;HSF1-dependent transactivation
R-HSA-3371497;HSP90 chaperone cycle for steroid hormone receptors (SHR)
R-HSA-5610787;Hedgehog 'off' state
R-HSA-5632684;Hedgehog 'on' state
R-HSA-5358346;Hedgehog ligand biogenesis
R-HSA-189451;Heme biosynthesis
R-HSA-189483;Heme degradation
R-HSA-109582;Hemostasis
R-HSA-1638091;Heparan sulfate/heparin (HS-GAG) metabolism
R-HSA-5657560;Hereditary fructose intolerance
R-HSA-5387390;Hh mutants abrogate ligand secretion
R-HSA-5362768;Hh mutants that don't undergo autocatalytic processing are degraded by ERAD
R-HSA-629597;Highly calcium permeable nicotinic acetylcholine receptors
R-HSA-629594;Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
R-HSA-629587;Highly sodium permeable acetylcholine nicotinic receptors
R-HSA-390650;Histamine receptors
R-HSA-70921;Histidine catabolism
R-HSA-6788656;Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism
R-HSA-5693579;Homologous DNA Pairing and Strand Exchange
R-HSA-5693538;Homology Directed Repair
R-HSA-375281;Hormone ligand-binding receptors
R-HSA-162909;Host Interactions of HIV factors
R-HSA-168253;Host Interactions with Influenza Factors
R-HSA-450520;HuR (ELAVL1) binds and stabilizes mRNA
R-HSA-2142850;Hyaluronan biosynthesis and export
R-HSA-2142845;Hyaluronan metabolism
R-HSA-2160916;Hyaluronan uptake and degradation
R-HSA-1483115;Hydrolysis of LPC
R-HSA-1483152;Hydrolysis of LPE
R-HSA-3296197;Hydroxycarboxylic acid-binding receptors
R-HSA-204626;Hypusine synthesis from eIF5A-lysine
R-HSA-2428924;IGF1R signaling cascade
R-HSA-5602636;IKBKB deficiency causes SCID
R-HSA-5603027;IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
R-HSA-937041;IKK complex recruitment mediated by RIP1
R-HSA-6788467;IL-6-type cytokine receptor ligand interactions
R-HSA-1855196;IP3 and IP4 transport between cytosol and nucleus
R-HSA-1855229;IP6 and IP7 transport between cytosol and nucleus
R-HSA-1855215;IPs transport between ER lumen and cytosol
R-HSA-1855156;IPs transport between ER lumen and nucleus
R-HSA-1855184;IPs transport between cytosol and ER lumen
R-HSA-1855192;IPs transport between nucleus and ER lumen
R-HSA-1855170;IPs transport between nucleus and cytosol
R-HSA-937039;IRAK1 recruits IKK complex
R-HSA-975144;IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
R-HSA-937042;IRAK2 mediated activation of TAK1 complex
R-HSA-975163;IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
R-HSA-5603041;IRAK4 deficiency (TLR2/4)
R-HSA-5603037;IRAK4 deficiency (TLR5)
R-HSA-381070;IRE1alpha activates chaperones
R-HSA-1606341;IRF3 mediated activation of type 1 IFN
R-HSA-3270619;IRF3-mediated induction of type I IFN
R-HSA-74713;IRS activation
R-HSA-112399;IRS-mediated signalling
R-HSA-2428928;IRS-related events triggered by IGF1R
R-HSA-1169408;ISG15 antiviral mechanism
R-HSA-5603029;IkBA variant leads to EDA-ID
R-HSA-168256;Immune System
R-HSA-198933;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
R-HSA-200425;Import of palmitoyl-CoA into the mitochondrial matrix
R-HSA-141430;Inactivation of APC/C via direct inhibition of the APC/C complex
R-HSA-428543;Inactivation of CDC42 and RAC1
R-HSA-2514859;Inactivation, recovery and regulation of the phototransduction cascade
R-HSA-400508;Incretin synthesis, secretion, and inactivation
R-HSA-5663205;Infectious disease
R-HSA-622312;Inflammasomes
R-HSA-168254;Influenza Infection
R-HSA-168255;Influenza Life Cycle
R-HSA-168273;Influenza Viral RNA Transcription and Replication
R-HSA-168277;Influenza Virus Induced Apoptosis
R-HSA-997272;Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
R-HSA-168315;Inhibition of Host mRNA Processing and RNA Silencing
R-HSA-168888;Inhibition of IFN-beta
R-HSA-168305;Inhibition of Interferon Synthesis
R-HSA-169131;Inhibition of PKR
R-HSA-5638303;Inhibition of Signaling by Overexpressed EGFR
R-HSA-165181;Inhibition of TSC complex formation by PKB
R-HSA-997269;Inhibition of adenylate cyclase pathway
R-HSA-113501;Inhibition of replication initiation of damaged DNA by RB1/E2F1
R-HSA-141405;Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components
R-HSA-166663;Initial triggering of complement
R-HSA-2995383;Initiation of Nuclear Envelope Reformation
R-HSA-8876493;InlA-mediated entry of Listeria monocytogenes into host cells
